fips,Date,R0,Cases,Tier
48029,2020-11-20,0.9,86,4
48031,2020-11-20,0.9,84,4
48033,2020-11-20,0.9,20,3
48035,2020-11-20,0.9,76,4
48037,2020-11-20,0.9,22,3
48039,2020-11-20,0.9,44,4
48041,2020-11-20,0.9,26,2
48043,2020-11-20,0.9,40,4
48045,2020-11-20,0.9,72,2
48047,2020-11-20,0.9,92,4
48049,2020-11-20,0.9,64,3
48051,2020-11-20,0.9,90,4
48053,2020-11-20,0.9,74,1
48055,2020-11-20,0.9,24,1
48057,2020-11-20,0.9,89,4
48059,2020-11-20,0.9,82,4
48061,2020-11-20,0.9,82,4
48063,2020-11-20,0.9,19,3
48065,2020-11-20,0.9,75,4
48067,2020-11-20,0.9,71,1
48069,2020-11-20,0.9,59,2
48071,2020-11-20,0.9,39,1
48073,2020-11-20,0.9,64,3
48075,2020-11-20,0.9,84,4
48077,2020-11-20,0.9,49,2
48079,2020-11-20,0.9,27,3
48081,2020-11-20,0.9,1,3
48083,2020-11-20,0.9,19,3
48085,2020-11-20,0.9,78,3
48087,2020-11-20,0.9,46,2
48089,2020-11-20,0.9,88,2
48091,2020-11-20,0.9,13,2
48093,2020-11-20,0.9,66,3
48095,2020-11-20,0.9,77,1
48097,2020-11-20,0.9,32,3
48099,2020-11-20,0.9,64,4
48101,2020-11-20,0.9,28,4
48103,2020-11-20,0.9,30,1
48105,2020-11-20,0.9,9,2
48107,2020-11-20,0.9,24,4
48109,2020-11-20,0.9,98,1
48111,2020-11-20,0.9,77,1
48113,2020-11-20,0.9,78,2
48115,2020-11-20,0.9,21,1
48117,2020-11-20,0.9,18,1
48119,2020-11-20,0.9,29,2
48121,2020-11-20,0.9,98,1
48123,2020-11-20,0.9,29,2
48125,2020-11-20,0.9,64,4
48127,2020-11-20,0.9,16,4
48129,2020-11-20,0.9,55,1
48131,2020-11-20,0.9,92,4
48133,2020-11-20,0.9,75,2
48135,2020-11-20,0.9,20,3
48137,2020-11-20,0.9,2,2
48139,2020-11-20,0.9,1,3
48141,2020-11-20,0.9,30,4
48143,2020-11-20,0.9,40,1
48145,2020-11-20,0.9,57,4
48147,2020-11-20,0.9,17,3
48149,2020-11-20,0.9,59,4
48151,2020-11-20,0.9,39,1
48153,2020-11-20,0.9,2,3
48155,2020-11-20,0.9,94,2
48157,2020-11-20,0.9,64,1
48159,2020-11-20,0.9,11,4
48161,2020-11-20,0.9,1,1
48163,2020-11-20,0.9,41,2
48165,2020-11-20,0.9,93,4
48167,2020-11-20,0.9,89,3
48169,2020-11-20,0.9,3,1
48171,2020-11-20,0.9,98,1
48173,2020-11-20,0.9,61,4
48175,2020-11-20,0.9,68,4
48177,2020-11-20,0.9,67,2
48179,2020-11-20,0.9,63,3
48181,2020-11-20,0.9,78,3
48183,2020-11-20,0.9,78,4
48185,2020-11-20,0.9,63,4
48187,2020-11-20,0.9,54,2
48189,2020-11-20,0.9,43,3
48191,2020-11-20,0.9,92,4
48193,2020-11-20,0.9,83,1
48195,2020-11-20,0.9,67,1
48197,2020-11-20,0.9,62,4
48199,2020-11-20,0.9,72,2
48201,2020-11-20,0.9,52,1
48203,2020-11-20,0.9,7,1
48205,2020-11-20,0.9,70,1
48207,2020-11-20,0.9,21,3
48209,2020-11-20,0.9,26,3
48211,2020-11-20,0.9,56,3
48213,2020-11-20,0.9,65,2
48215,2020-11-20,0.9,67,4
48217,2020-11-20,0.9,86,4
48219,2020-11-20,0.9,67,1
48221,2020-11-20,0.9,32,4
48223,2020-11-20,0.9,86,2
48225,2020-11-20,0.9,25,3
48227,2020-11-20,0.9,49,4
48229,2020-11-20,0.9,82,4
48231,2020-11-20,0.9,5,4
48233,2020-11-20,0.9,91,1
48235,2020-11-20,0.9,97,4
48237,2020-11-20,0.9,15,1
48239,2020-11-20,0.9,55,3
48241,2020-11-20,0.9,100,4
48243,2020-11-20,0.9,95,1
48245,2020-11-20,0.9,37,3
48247,2020-11-20,0.9,7,4
48249,2020-11-20,0.9,71,4
48251,2020-11-20,0.9,65,4
48253,2020-11-20,0.9,43,2
48255,2020-11-20,0.9,8,4
48257,2020-11-20,0.9,74,3
48259,2020-11-20,0.9,26,2
48261,2020-11-20,0.9,31,1
48263,2020-11-20,0.9,74,3
48265,2020-11-20,0.9,9,1
48267,2020-11-20,0.9,20,3
48269,2020-11-20,0.9,46,2
48271,2020-11-20,0.9,81,1
48273,2020-11-20,0.9,33,4
48275,2020-11-20,0.9,55,3
48277,2020-11-20,0.9,17,2
48279,2020-11-20,0.9,92,2
48281,2020-11-20,0.9,6,1
48283,2020-11-20,0.9,77,4
48285,2020-11-20,0.9,22,4
48287,2020-11-20,0.9,53,3
48289,2020-11-20,0.9,24,2
48291,2020-11-20,0.9,72,2
48293,2020-11-20,0.9,16,1
48295,2020-11-20,0.9,44,3
48297,2020-11-20,0.9,47,2
48299,2020-11-20,0.9,21,3
48301,2020-11-20,0.9,62,1
48303,2020-11-20,0.9,56,4
48305,2020-11-20,0.9,19,1
48307,2020-11-20,0.9,21,2
48309,2020-11-20,0.9,18,2
48311,2020-11-20,0.9,4,4
48313,2020-11-20,0.9,52,3
48315,2020-11-20,0.9,77,1
48317,2020-11-20,0.9,82,3
48319,2020-11-20,0.9,44,1
48321,2020-11-20,0.9,87,1
48323,2020-11-20,0.9,45,4
48325,2020-11-20,0.9,63,1
48327,2020-11-20,0.9,87,2
48329,2020-11-20,0.9,31,2
48331,2020-11-20,0.9,87,3
48333,2020-11-20,0.9,74,3
48335,2020-11-20,0.9,45,3
48337,2020-11-20,0.9,44,2
48339,2020-11-20,0.9,27,4
48341,2020-11-20,0.9,90,2
48343,2020-11-20,0.9,48,2
48345,2020-11-20,0.9,79,2
48347,2020-11-20,0.9,3,1
48349,2020-11-20,0.9,56,4
48351,2020-11-20,0.9,79,3
48353,2020-11-20,0.9,76,1
48355,2020-11-20,0.9,80,3
48357,2020-11-20,0.9,86,3
48359,2020-11-20,0.9,87,2
48361,2020-11-20,0.9,62,4
48363,2020-11-20,0.9,93,2
48365,2020-11-20,0.9,11,2
48367,2020-11-20,0.9,18,4
48369,2020-11-20,0.9,62,3
48371,2020-11-20,0.9,52,3
48373,2020-11-20,0.9,85,4
48375,2020-11-20,0.9,79,2
48377,2020-11-20,0.9,83,2
48379,2020-11-20,0.9,96,1
48381,2020-11-20,0.9,19,3
48383,2020-11-20,0.9,29,3
48385,2020-11-20,0.9,34,2
48387,2020-11-20,0.9,53,1
48389,2020-11-20,0.9,98,1
48391,2020-11-20,0.9,51,3
48393,2020-11-20,0.9,31,2
48395,2020-11-20,0.9,98,4
48397,2020-11-20,0.9,30,3
48399,2020-11-20,0.9,14,2
48401,2020-11-20,0.9,52,2
48403,2020-11-20,0.9,24,4
48405,2020-11-20,0.9,73,1
48407,2020-11-20,0.9,67,2
48409,2020-11-20,0.9,53,3
48411,2020-11-20,0.9,5,4
48413,2020-11-20,0.9,42,2
48415,2020-11-20,0.9,42,3
48417,2020-11-20,0.9,80,1
48419,2020-11-20,0.9,91,1
48421,2020-11-20,0.9,6,3
48423,2020-11-20,0.9,90,2
48425,2020-11-20,0.9,98,2
48427,2020-11-20,0.9,31,1
48429,2020-11-20,0.9,68,2
48431,2020-11-20,0.9,42,1
48433,2020-11-20,0.9,3,4
48435,2020-11-20,0.9,90,1
48437,2020-11-20,0.9,75,2
48439,2020-11-20,0.9,50,4
48441,2020-11-20,0.9,28,4
48443,2020-11-20,0.9,26,2
48445,2020-11-20,0.9,14,1
48447,2020-11-20,0.9,95,3
48449,2020-11-20,0.9,0,4
48451,2020-11-20,0.9,54,2
48453,2020-11-20,0.9,41,2
48455,2020-11-20,0.9,9,1
48457,2020-11-20,0.9,90,4
48459,2020-11-20,0.9,27,3
48461,2020-11-20,0.9,1,2
48463,2020-11-20,0.9,51,3
48465,2020-11-20,0.9,81,1
48467,2020-11-20,0.9,84,1
48469,2020-11-20,0.9,58,3
48471,2020-11-20,0.9,30,3
48473,2020-11-20,0.9,98,2
48475,2020-11-20,0.9,94,1
48477,2020-11-20,0.9,94,3
48479,2020-11-20,0.9,50,1
48481,2020-11-20,0.9,47,2
48483,2020-11-20,0.9,59,2
48485,2020-11-20,0.9,79,1
48487,2020-11-20,0.9,68,3
48489,2020-11-20,0.9,66,2
48491,2020-11-20,0.9,58,3
48493,2020-11-20,0.9,44,1
48495,2020-11-20,0.9,33,2
48497,2020-11-20,0.9,25,3
48499,2020-11-20,0.9,57,2
48501,2020-11-20,0.9,42,3
48503,2020-11-20,0.9,57,2
48505,2020-11-20,0.9,95,4
48507,2020-11-20,0.9,11,1
49001,2020-11-20,0.9,28,3
49003,2020-11-20,0.9,61,3
49005,2020-11-20,0.9,97,4
49007,2020-11-20,0.9,81,1
49009,2020-11-20,0.9,94,1
49011,2020-11-20,0.9,52,4
49013,2020-11-20,0.9,0,4
49015,2020-11-20,0.9,5,1
49017,2020-11-20,0.9,58,3
49019,2020-11-20,0.9,95,3
49021,2020-11-20,0.9,20,1
49023,2020-11-20,0.9,20,1
49025,2020-11-20,0.9,61,2
49027,2020-11-20,0.9,49,4
49029,2020-11-20,0.9,32,4
49031,2020-11-20,0.9,34,3
49033,2020-11-20,0.9,97,1
49035,2020-11-20,0.9,83,4
49037,2020-11-20,0.9,8,1
49039,2020-11-20,0.9,90,1
49041,2020-11-20,0.9,96,1
49043,2020-11-20,0.9,5,1
49045,2020-11-20,0.9,32,3
49047,2020-11-20,0.9,31,4
49049,2020-11-20,0.9,95,4
49051,2020-11-20,0.9,71,3
49053,2020-11-20,0.9,11,2
49055,2020-11-20,0.9,34,3
49057,2020-11-20,0.9,44,2
50001,2020-11-20,0.9,8,1
50003,2020-11-20,0.9,24,2
50005,2020-11-20,0.9,91,4
50007,2020-11-20,0.9,36,4
50009,2020-11-20,0.9,35,2
50011,2020-11-20,0.9,36,2
50013,2020-11-20,0.9,71,1
50015,2020-11-20,0.9,14,3
50017,2020-11-20,0.9,88,1
50019,2020-11-20,0.9,32,3
50021,2020-11-20,0.9,2,2
50023,2020-11-20,0.9,55,1
50025,2020-11-20,0.9,96,4
50027,2020-11-20,0.9,79,3
51001,2020-11-20,0.9,23,3
51003,2020-11-20,0.9,53,3
51005,2020-11-20,0.9,69,1
51007,2020-11-20,0.9,67,2
51009,2020-11-20,0.9,62,1
51011,2020-11-20,0.9,79,3
51013,2020-11-20,0.9,62,2
51015,2020-11-20,0.9,56,2
51017,2020-11-20,0.9,76,3
51019,2020-11-20,0.9,53,4
51021,2020-11-20,0.9,86,1
51023,2020-11-20,0.9,42,4
51025,2020-11-20,0.9,93,2
51027,2020-11-20,0.9,81,2
51029,2020-11-20,0.9,17,2
51031,2020-11-20,0.9,66,4
51033,2020-11-20,0.9,32,2
51035,2020-11-20,0.9,35,1
51036,2020-11-20,0.9,41,4
51037,2020-11-20,0.9,93,2
51041,2020-11-20,0.9,87,4
51043,2020-11-20,0.9,72,2
51045,2020-11-20,0.9,49,1
51047,2020-11-20,0.9,32,3
51049,2020-11-20,0.9,65,4
51051,2020-11-20,0.9,99,2
51053,2020-11-20,0.9,44,2
51057,2020-11-20,0.9,22,3
51059,2020-11-20,0.9,53,3
51061,2020-11-20,0.9,55,4
51063,2020-11-20,0.9,78,1
51065,2020-11-20,0.9,68,3
51067,2020-11-20,0.9,0,4
51069,2020-11-20,0.9,31,4
51071,2020-11-20,0.9,91,1
51073,2020-11-20,0.9,82,3
51075,2020-11-20,0.9,39,2
51077,2020-11-20,0.9,19,2
51079,2020-11-20,0.9,41,3
51081,2020-11-20,0.9,5,2
51083,2020-11-20,0.9,67,4
51085,2020-11-20,0.9,1,1
51087,2020-11-20,0.9,58,2
51089,2020-11-20,0.9,78,2
51091,2020-11-20,0.9,54,3
51093,2020-11-20,0.9,52,2
51095,2020-11-20,0.9,32,3
51097,2020-11-20,0.9,61,3
51099,2020-11-20,0.9,91,4
51101,2020-11-20,0.9,1,1
51103,2020-11-20,0.9,12,4
51105,2020-11-20,0.9,55,3
51107,2020-11-20,0.9,17,2
51109,2020-11-20,0.9,95,4
51111,2020-11-20,0.9,11,1
51113,2020-11-20,0.9,24,4
51115,2020-11-20,0.9,39,3
51117,2020-11-20,0.9,96,1
51119,2020-11-20,0.9,84,4
51121,2020-11-20,0.9,92,2
51125,2020-11-20,0.9,95,1
51127,2020-11-20,0.9,76,1
51131,2020-11-20,0.9,29,2
51133,2020-11-20,0.9,8,4
51135,2020-11-20,0.9,28,1
51137,2020-11-20,0.9,5,4
51139,2020-11-20,0.9,32,3
51141,2020-11-20,0.9,20,4
51143,2020-11-20,0.9,20,4
51145,2020-11-20,0.9,81,2
51147,2020-11-20,0.9,30,2
51149,2020-11-20,0.9,85,1
51153,2020-11-20,0.9,50,2
51155,2020-11-20,0.9,15,1
51157,2020-11-20,0.9,12,4
51159,2020-11-20,0.9,36,2
51161,2020-11-20,0.9,96,4
51163,2020-11-20,0.9,61,3
51165,2020-11-20,0.9,32,4
51167,2020-11-20,0.9,98,3
51169,2020-11-20,0.9,94,2
51171,2020-11-20,0.9,3,1
51173,2020-11-20,0.9,15,1
51175,2020-11-20,0.9,98,4
51177,2020-11-20,0.9,27,1
51179,2020-11-20,0.9,83,2
51181,2020-11-20,0.9,91,2
51183,2020-11-20,0.9,30,1
51185,2020-11-20,0.9,50,4
51187,2020-11-20,0.9,30,3
51191,2020-11-20,0.9,54,3
51193,2020-11-20,0.9,89,3
51195,2020-11-20,0.9,37,2
51197,2020-11-20,0.9,64,1
51199,2020-11-20,0.9,9,2
51510,2020-11-20,0.9,60,3
51520,2020-11-20,0.9,34,1
51530,2020-11-20,0.9,11,3
51540,2020-11-20,0.9,98,2
51550,2020-11-20,0.9,9,2
51570,2020-11-20,0.9,57,1
51580,2020-11-20,0.9,63,1
51590,2020-11-20,0.9,33,1
51595,2020-11-20,0.9,46,2
51600,2020-11-20,0.9,71,2
51610,2020-11-20,0.9,87,4
51620,2020-11-20,0.9,94,4
51630,2020-11-20,0.9,32,4
51640,2020-11-20,0.9,100,3
51650,2020-11-20,0.9,2,4
51660,2020-11-20,0.9,56,1
51670,2020-11-20,0.9,11,1
51678,2020-11-20,0.9,17,1
51680,2020-11-20,0.9,64,2
51683,2020-11-20,0.9,20,1
51685,2020-11-20,0.9,29,3
51690,2020-11-20,0.9,51,3
51700,2020-11-20,0.9,51,3
51710,2020-11-20,0.9,21,4
51720,2020-11-20,0.9,20,1
51730,2020-11-20,0.9,14,3
51735,2020-11-20,0.9,69,1
51740,2020-11-20,0.9,58,2
51750,2020-11-20,0.9,52,3
51760,2020-11-20,0.9,47,2
51770,2020-11-20,0.9,98,4
51775,2020-11-20,0.9,89,4
51790,2020-11-20,0.9,83,3
51800,2020-11-20,0.9,8,2
51810,2020-11-20,0.9,54,1
51820,2020-11-20,0.9,89,2
51830,2020-11-20,0.9,12,2
51840,2020-11-20,0.9,16,1
53001,2020-11-20,0.9,80,4
53003,2020-11-20,0.9,20,1
53005,2020-11-20,0.9,3,3
53007,2020-11-20,0.9,68,3
53009,2020-11-20,0.9,54,4
53011,2020-11-20,0.9,40,2
53013,2020-11-20,0.9,24,1
53015,2020-11-20,0.9,2,1
53017,2020-11-20,0.9,66,2
53019,2020-11-20,0.9,72,1
53021,2020-11-20,0.9,80,1
53023,2020-11-20,0.9,96,2
53025,2020-11-20,0.9,63,2
53027,2020-11-20,0.9,38,4
53029,2020-11-20,0.9,85,2
53031,2020-11-20,0.9,1,1
53033,2020-11-20,0.9,92,2
53035,2020-11-20,0.9,31,4
53037,2020-11-20,0.9,19,3
53039,2020-11-20,0.9,10,2
53041,2020-11-20,0.9,2,3
53043,2020-11-20,0.9,52,3
53045,2020-11-20,0.9,0,3
53047,2020-11-20,0.9,74,1
53049,2020-11-20,0.9,6,2
53051,2020-11-20,0.9,15,1
53053,2020-11-20,0.9,14,1
53055,2020-11-20,0.9,33,4
53057,2020-11-20,0.9,71,4
53059,2020-11-20,0.9,24,1
53061,2020-11-20,0.9,98,4
53063,2020-11-20,0.9,31,4
53065,2020-11-20,0.9,71,3
53067,2020-11-20,0.9,19,1
53069,2020-11-20,0.9,95,3
53071,2020-11-20,0.9,39,3
53073,2020-11-20,0.9,34,4
53075,2020-11-20,0.9,31,4
53077,2020-11-20,0.9,74,1
54001,2020-11-20,0.9,75,4
54003,2020-11-20,0.9,33,4
54005,2020-11-20,0.9,100,4
54007,2020-11-20,0.9,76,3
54009,2020-11-20,0.9,25,4
54011,2020-11-20,0.9,66,1
54013,2020-11-20,0.9,12,3
54015,2020-11-20,0.9,65,2
54017,2020-11-20,0.9,74,3
54019,2020-11-20,0.9,47,1
54021,2020-11-20,0.9,2,2
54023,2020-11-20,0.9,30,4
54025,2020-11-20,0.9,1,4
54027,2020-11-20,0.9,47,4
54029,2020-11-20,0.9,65,2
54031,2020-11-20,0.9,55,4
54033,2020-11-20,0.9,88,2
54035,2020-11-20,0.9,20,2
54037,2020-11-20,0.9,90,4
54039,2020-11-20,0.9,78,4
54041,2020-11-20,0.9,41,3
54043,2020-11-20,0.9,20,3
54045,2020-11-20,0.9,99,2
54047,2020-11-20,0.9,39,4
54049,2020-11-20,0.9,71,2
54051,2020-11-20,0.9,26,2
54053,2020-11-20,0.9,34,2
54055,2020-11-20,0.9,77,3
54057,2020-11-20,0.9,29,2
54059,2020-11-20,0.9,7,3
54061,2020-11-20,0.9,81,3
54063,2020-11-20,0.9,19,2
54065,2020-11-20,0.9,27,3
54067,2020-11-20,0.9,80,1
54069,2020-11-20,0.9,57,2
54071,2020-11-20,0.9,33,2
54073,2020-11-20,0.9,72,2
54075,2020-11-20,0.9,75,2
54077,2020-11-20,0.9,32,4
54079,2020-11-20,0.9,94,4
54081,2020-11-20,0.9,88,1
54083,2020-11-20,0.9,94,3
54085,2020-11-20,0.9,48,4
54087,2020-11-20,0.9,83,3
54089,2020-11-20,0.9,90,2
54091,2020-11-20,0.9,91,2
54093,2020-11-20,0.9,48,3
54095,2020-11-20,0.9,73,1
54097,2020-11-20,0.9,46,4
54099,2020-11-20,0.9,49,3
54101,2020-11-20,0.9,93,2
54103,2020-11-20,0.9,15,1
54105,2020-11-20,0.9,99,1
54107,2020-11-20,0.9,93,2
54109,2020-11-20,0.9,59,3
55001,2020-11-20,0.9,34,1
55003,2020-11-20,0.9,44,4
55005,2020-11-20,0.9,43,3
55007,2020-11-20,0.9,91,2
55009,2020-11-20,0.9,27,1
55011,2020-11-20,0.9,42,3
55013,2020-11-20,0.9,3,3
55015,2020-11-20,0.9,46,1
55017,2020-11-20,0.9,82,1
55019,2020-11-20,0.9,37,4
55021,2020-11-20,0.9,19,4
55023,2020-11-20,0.9,41,1
55025,2020-11-20,0.9,41,2
55027,2020-11-20,0.9,27,3
55029,2020-11-20,0.9,11,1
55031,2020-11-20,0.9,76,1
55033,2020-11-20,0.9,6,1
55035,2020-11-20,0.9,47,1
55037,2020-11-20,0.9,70,2
55039,2020-11-20,0.9,22,2
55041,2020-11-20,0.9,17,2
55043,2020-11-20,0.9,94,3
55045,2020-11-20,0.9,39,1
55047,2020-11-20,0.9,44,1
55049,2020-11-20,0.9,22,1
55051,2020-11-20,0.9,84,2
55053,2020-11-20,0.9,73,4
55055,2020-11-20,0.9,12,1
55057,2020-11-20,0.9,43,3
55059,2020-11-20,0.9,14,1
55061,2020-11-20,0.9,62,1
55063,2020-11-20,0.9,6,1
55065,2020-11-20,0.9,53,2
55067,2020-11-20,0.9,17,2
55069,2020-11-20,0.9,7,2
55071,2020-11-20,0.9,3,1
55073,2020-11-20,0.9,90,4
55075,2020-11-20,0.9,83,4
55077,2020-11-20,0.9,26,3
55078,2020-11-20,0.9,53,1
55079,2020-11-20,0.9,94,1
55081,2020-11-20,0.9,4,2
55083,2020-11-20,0.9,58,1
55085,2020-11-20,0.9,21,1
55087,2020-11-20,0.9,63,1
55089,2020-11-20,0.9,72,2
55091,2020-11-20,0.9,9,2
55093,2020-11-20,0.9,74,4
55095,2020-11-20,0.9,53,4
55097,2020-11-20,0.9,18,3
55099,2020-11-20,0.9,11,3
55101,2020-11-20,0.9,47,3
55103,2020-11-20,0.9,73,2
55105,2020-11-20,0.9,46,4
55107,2020-11-20,0.9,6,3
55109,2020-11-20,0.9,83,1
55111,2020-11-20,0.9,62,2
55113,2020-11-20,0.9,36,4
55115,2020-11-20,0.9,73,2
55117,2020-11-20,0.9,5,3
55119,2020-11-20,0.9,33,4
55121,2020-11-20,0.9,65,2
55123,2020-11-20,0.9,35,2
55125,2020-11-20,0.9,21,2
55127,2020-11-20,0.9,12,2
55129,2020-11-20,0.9,65,4
55131,2020-11-20,0.9,96,3
55133,2020-11-20,0.9,66,2
55135,2020-11-20,0.9,38,4
55137,2020-11-20,0.9,19,3
55139,2020-11-20,0.9,0,1
55141,2020-11-20,0.9,67,3
56001,2020-11-20,0.9,51,1
56003,2020-11-20,0.9,30,1
56005,2020-11-20,0.9,88,3
56007,2020-11-20,0.9,67,1
56009,2020-11-20,0.9,81,4
56011,2020-11-20,0.9,73,2
56013,2020-11-20,0.9,50,3
56015,2020-11-20,0.9,0,1
56017,2020-11-20,0.9,40,3
56019,2020-11-20,0.9,51,3
56021,2020-11-20,0.9,20,2
56023,2020-11-20,0.9,71,1
56025,2020-11-20,0.9,24,1
56027,2020-11-20,0.9,20,3
56029,2020-11-20,0.9,18,4
56031,2020-11-20,0.9,6,3
56033,2020-11-20,0.9,69,2
56035,2020-11-20,0.9,74,2
56037,2020-11-20,0.9,77,1
56039,2020-11-20,0.9,93,1
56041,2020-11-20,0.9,20,4
56043,2020-11-20,0.9,61,3
56045,2020-11-20,0.9,52,1
72001,2020-11-20,0.9,23,4
72003,2020-11-20,0.9,72,1
72005,2020-11-20,0.9,44,1
72007,2020-11-20,0.9,12,2
72009,2020-11-20,0.9,76,1
72011,2020-11-20,0.9,57,1
72013,2020-11-20,0.9,69,1
72015,2020-11-20,0.9,40,4
72017,2020-11-20,0.9,69,3
72019,2020-11-20,0.9,92,4
72021,2020-11-20,0.9,24,1
72023,2020-11-20,0.9,92,3
72025,2020-11-20,0.9,1,4
72027,2020-11-20,0.9,66,1
72029,2020-11-20,0.9,5,4
72031,2020-11-20,0.9,9,2
72033,2020-11-20,0.9,87,4
72035,2020-11-20,0.9,86,3
72037,2020-11-20,0.9,8,2
72039,2020-11-20,0.9,60,4
72041,2020-11-20,0.9,50,2
72043,2020-11-20,0.9,25,1
72045,2020-11-20,0.9,85,1
72047,2020-11-20,0.9,50,1
72049,2020-11-20,0.9,12,4
72051,2020-11-20,0.9,72,2
72053,2020-11-20,0.9,75,2
72054,2020-11-20,0.9,36,2
72055,2020-11-20,0.9,65,2
72057,2020-11-20,0.9,35,2
72059,2020-11-20,0.9,27,1
72061,2020-11-20,0.9,94,3
72063,2020-11-20,0.9,44,2
72065,2020-11-20,0.9,57,3
72067,2020-11-20,0.9,89,1
72069,2020-11-20,0.9,34,2
72071,2020-11-20,0.9,74,2
72073,2020-11-20,0.9,63,3
72075,2020-11-20,0.9,20,1
72077,2020-11-20,0.9,45,1
72079,2020-11-20,0.9,66,4
72081,2020-11-20,0.9,4,1
72083,2020-11-20,0.9,31,1
72085,2020-11-20,0.9,86,1
72087,2020-11-20,0.9,67,3
72089,2020-11-20,0.9,72,1
72091,2020-11-20,0.9,92,3
72093,2020-11-20,0.9,37,2
72095,2020-11-20,0.9,64,1
72097,2020-11-20,0.9,9,2
72099,2020-11-20,0.9,27,1
72101,2020-11-20,0.9,73,1
72103,2020-11-20,0.9,51,2
72105,2020-11-20,0.9,86,2
72107,2020-11-20,0.9,78,4
72109,2020-11-20,0.9,84,1
72111,2020-11-20,0.9,28,3
72113,2020-11-20,0.9,20,4
72115,2020-11-20,0.9,14,1
72117,2020-11-20,0.9,18,1
72119,2020-11-20,0.9,21,1
72121,2020-11-20,0.9,59,4
72123,2020-11-20,0.9,7,4
72125,2020-11-20,0.9,31,2
72127,2020-11-20,0.9,31,1
72129,2020-11-20,0.9,5,1
72131,2020-11-20,0.9,36,2
72133,2020-11-20,0.9,1,4
72135,2020-11-20,0.9,13,3
72137,2020-11-20,0.9,37,1
72139,2020-11-20,0.9,62,2
72141,2020-11-20,0.9,23,2
72143,2020-11-20,0.9,28,4
72145,2020-11-20,0.9,46,3
72147,2020-11-20,0.9,83,4
72149,2020-11-20,0.9,76,2
72151,2020-11-20,0.9,34,1
72153,2020-11-20,0.9,53,2
1001,2020-11-21,1,81,3
1003,2020-11-21,0.9,59,1
1005,2020-11-21,0.9,28,3
1007,2020-11-21,0.9,34,1
1009,2020-11-21,0.9,6,4
1011,2020-11-21,0.9,19,2
1013,2020-11-21,0.9,86,3
1015,2020-11-21,0.9,76,4
1017,2020-11-21,0.9,7,1
1019,2020-11-21,0.9,89,1
1021,2020-11-21,0.9,5,3
1023,2020-11-21,0.9,75,4
1025,2020-11-21,0.9,79,4
1027,2020-11-21,0.9,39,4
1029,2020-11-21,0.9,31,3
1031,2020-11-21,0.9,5,4
1033,2020-11-21,0.9,97,4
1035,2020-11-21,0.9,75,4
1037,2020-11-21,0.9,74,4
1039,2020-11-21,0.9,38,2
1041,2020-11-21,0.9,74,4
1043,2020-11-21,0.9,14,3
1045,2020-11-21,0.9,52,1
1047,2020-11-21,0.9,90,2
1049,2020-11-21,0.9,51,3
1051,2020-11-21,0.9,33,1
1053,2020-11-21,0.9,46,1
1055,2020-11-21,0.9,9,4
1057,2020-11-21,0.9,84,4
1059,2020-11-21,0.9,45,4
1061,2020-11-21,0.9,20,1
1063,2020-11-21,0.9,10,2
1065,2020-11-21,0.9,34,4
1067,2020-11-21,0.9,2,3
1069,2020-11-21,0.9,29,3
1071,2020-11-21,0.9,30,2
1073,2020-11-21,0.9,16,2
1075,2020-11-21,0.9,48,4
1077,2020-11-21,0.9,66,1
1079,2020-11-21,0.9,46,1
1081,2020-11-21,0.9,79,1
1083,2020-11-21,0.9,32,4
1085,2020-11-21,0.9,42,3
1087,2020-11-21,0.9,24,3
1089,2020-11-21,0.9,14,3
1091,2020-11-21,0.9,6,2
1093,2020-11-21,0.9,22,1
1095,2020-11-21,0.9,30,1
1097,2020-11-21,0.9,6,3
1099,2020-11-21,0.9,82,3
1101,2020-11-21,0.9,60,2
1103,2020-11-21,0.9,60,4
1105,2020-11-21,0.9,12,1
1107,2020-11-21,0.9,68,2
1109,2020-11-21,0.9,74,4
1111,2020-11-21,0.9,52,1
1113,2020-11-21,0.9,5,2
1115,2020-11-21,0.9,60,4
1117,2020-11-21,0.9,11,2
1119,2020-11-21,0.9,91,3
1121,2020-11-21,0.9,12,3
1123,2020-11-21,0.9,69,4
1125,2020-11-21,0.9,41,4
1127,2020-11-21,0.9,58,4
1129,2020-11-21,0.9,50,3
1131,2020-11-21,0.9,49,2
1133,2020-11-21,0.9,85,3
2013,2020-11-21,0.9,68,1
2016,2020-11-21,0.9,32,4
2020,2020-11-21,0.9,90,2
2050,2020-11-21,0.9,83,2
2060,2020-11-21,0.9,79,1
2068,2020-11-21,0.9,45,1
2070,2020-11-21,0.9,12,3
2090,2020-11-21,0.9,30,1
2100,2020-11-21,0.9,26,1
2105,2020-11-21,0.9,87,1
2110,2020-11-21,0.9,92,3
2122,2020-11-21,0.9,94,4
2130,2020-11-21,0.9,57,2
2150,2020-11-21,0.9,34,1
2158,2020-11-21,0.9,56,2
2164,2020-11-21,0.9,53,1
2170,2020-11-21,0.9,81,2
2180,2020-11-21,0.9,85,1
2185,2020-11-21,0.9,7,1
2188,2020-11-21,0.9,31,1
2195,2020-11-21,0.9,80,4
2198,2020-11-21,0.9,9,3
2220,2020-11-21,0.9,4,3
2230,2020-11-21,0.9,33,2
2240,2020-11-21,0.9,99,4
2261,2020-11-21,0.9,48,1
